question,final_answer,reasoning_summary,winner_provider,verified,entropy,disagreement,risk,concept_cluster,difficulty,subject,source
Solve cos^(-1)(x)=2*pi/3. Find x.,-0.5000,Deterministic inverse-trig equation solving.,mini,True,0.0,0.0,1.0,math|equation|algebra|quadratic|roots|chemistry|equilibrium|jee,easy,math,mini_shadow_logs
Solve tan^(-1)(x)=-pi/4. Find x.,-1.0000,Deterministic inverse-trig equation solving.,mini,True,0.0,0.0,1.0,math|equation|algebra|quadratic|roots|chemistry|equilibrium|jee,easy,math,mini_shadow_logs
Find x if sin^(-1)(x)+cos^(-1)(x)=pi.,no real solution,Deterministic inverse-trig equation solving.,mini,False,0.0,0.0,1.0,math|equation|algebra|quadratic|roots|chemistry|equilibrium|jee,medium,math,mini_shadow_logs
Find x if tan^(-1)(x)+tan^(-1)(1/x)=pi/2 and x>0.,all real x > 0,Deterministic inverse-trig equation solving.,mini,True,0.0,0.0,1.0,math|equation|algebra|quadratic|roots|chemistry|equilibrium|jee,medium,math,mini_shadow_logs
Find x if sin^(-1)(x)=cos^(-1)(x).,0.707107,Deterministic inverse-trig equation solving.,mini,True,0.0,0.0,1.0,math|equation|algebra|quadratic|roots|jee|trap|verification,easy,math,mini_shadow_logs
Find x if tan^(-1)(x)=sin^(-1)(1/2).,0.57735,Deterministic inverse-trig equation solving.,mini,True,0.0,0.0,1.0,math|quadratic|roots|jee|trap|verification|chemistry|equilibrium,medium,math,mini_shadow_logs
Find x if cos^(-1)(x)=tan^(-1)(1).,0.707107,Deterministic inverse-trig equation solving.,mini,True,0.0,0.0,1.0,math|equation|algebra|quadratic|roots|jee|trap|verification,easy,math,mini_shadow_logs
Find x if cos^(-1)(x)+cos^(-1)(1/2)=pi.,-0.5000,Deterministic inverse-trig equation solving.,mini,True,0.0,0.0,1.0,math|quadratic|roots|chemistry|equilibrium|jee|equation|algebra,medium,math,mini_shadow_logs
Find x if tan^(-1)(x)=cos^(-1)(1/2).,1.732051,Deterministic inverse-trig equation solving.,mini,True,0.0,0.0,1.0,math|quadratic|roots|jee|trap|verification|chemistry|equilibrium,medium,math,mini_shadow_logs
Evaluate tan^(-1)(inf) (limit).,pi/2,Deterministic inverse-trig evaluation.,mini,True,0.0,0.0,1.0,math|equation|algebra|quadratic|roots|chemistry|equilibrium|jee,easy,math,mini_shadow_logs
Evaluate ∫ dx/(√(1−x^2)) from 0 to 1/2.,0.5,Parsed arithmetic expression `1/2` and evaluated directly.,mini,False,0.0,0.0,1.0,math|quadratic|roots|jee|trap|verification|chemistry|equilibrium,easy,math,mini_shadow_logs
Evaluate ∫ dx/(1+x^2) from 0 to 1.,0,"Applied retrieval-guided heuristic reasoning. Key hint: Quadratic Equations: Use factoring, completing square, or formula. Verify extraneous roots.",mini,False,0.0,0.0,1.0,math|quadratic|roots|jee|trap|verification|equation|algebra,easy,math,mini_shadow_logs
Evaluate ∫ dx/(x√(x^2−1)) from 2 to 3.,0,"Applied retrieval-guided heuristic reasoning. Key hint: Quadratic Equations: Use factoring, completing square, or formula. Verify extraneous roots.",mini,False,0.0,0.0,1.0,math|quadratic|roots|jee|trap|verification|equation|algebra,easy,math,mini_shadow_logs
Evaluate ∫ dx/(√(a^2−x^2)) from 0 to a/2 (a=2).,2).,Used equation RHS fallback from prompt structure.,mini,False,0.0,0.0,1.0,math|quadratic|roots|jee|trap|verification|chemistry|equilibrium,easy,math,mini_shadow_logs
Evaluate ∫ 1/(1+x^2) dx from 0 to √3.,0,Applied retrieval-guided heuristic reasoning. Key hint: Linear Equations: Solve by isolating variables and preserving equality across operations.,mini,False,0.0,0.0,1.0,math|equation|algebra|quadratic|roots|jee|trap|verification,easy,math,mini_shadow_logs
Evaluate ∫ dx/(√(4−x^2)) from 0 to 1.,0,"Applied retrieval-guided heuristic reasoning. Key hint: Quadratic Equations: Use factoring, completing square, or formula. Verify extraneous roots.",mini,False,0.0,0.0,1.0,math|quadratic|roots|jee|trap|verification|equation|algebra,easy,math,mini_shadow_logs
Evaluate ∫ dx/(x^2+4) from 0 to 2.,6,Parsed arithmetic expression `2+4` and evaluated directly.,mini,False,0.0,0.0,1.0,math|quadratic|roots|jee|trap|verification|chemistry|equilibrium,easy,math,mini_shadow_logs
Evaluate ∫ dx/(√(9−x^2)) from 0 to 3/2.,1.5,Parsed arithmetic expression `3/2` and evaluated directly.,mini,False,0.0,0.0,1.0,math|quadratic|roots|jee|trap|verification|equation|algebra,easy,math,mini_shadow_logs
Evaluate ∫ dx/(1+4x^2) from 0 to 1.,5,Parsed arithmetic expression `1+4` and evaluated directly.,mini,False,0.0,0.0,1.0,math|quadratic|roots|jee|trap|verification|equation|algebra,easy,math,mini_shadow_logs
Evaluate ∫ dx/(√(1−4x^2)) from 0 to 1/4.,0.25,Parsed arithmetic expression `1/4` and evaluated directly.,mini,False,0.0,0.0,1.0,math|quadratic|roots|jee|trap|verification|equation|algebra,easy,math,mini_shadow_logs
Evaluate ∫ x/(√(1−x^2)) dx from 0 to 1/2.,0.5,Parsed arithmetic expression `1/2` and evaluated directly.,mini,False,0.0,0.0,1.0,math|quadratic|roots|jee|trap|verification|chemistry|equilibrium,easy,math,mini_shadow_logs
Evaluate ∫ x/(1+x^2) dx from 0 to 1.,0,"Applied retrieval-guided heuristic reasoning. Key hint: Quadratic Equations: Use factoring, completing square, or formula. Verify extraneous roots.",mini,False,0.0,0.0,1.0,math|quadratic|roots|jee|trap|verification|equation|algebra,easy,math,mini_shadow_logs
Evaluate ∫ dx/(x^2+9) from 0 to 3.,11,Parsed arithmetic expression `2+9` and evaluated directly.,mini,False,0.0,0.0,1.0,math|equation|algebra|quadratic|roots|jee|trap|verification,easy,math,mini_shadow_logs
Evaluate ∫ dx/(√(16−x^2)) from 0 to 2.,0,"Applied retrieval-guided heuristic reasoning. Key hint: Quadratic Equations: Use factoring, completing square, or formula. Verify extraneous roots.",mini,False,0.0,0.0,1.0,math|quadratic|roots|jee|trap|verification|chemistry|equilibrium,easy,math,mini_shadow_logs
Evaluate ∫ dx/(x√(x^2−4)) from 3 to 4.,0,Applied retrieval-guided heuristic reasoning. Key hint: Linear Equations: Solve by isolating variables and preserving equality across operations.,mini,False,0.0,0.0,1.0,math|equation|algebra|quadratic|roots|jee|trap|verification,easy,math,mini_shadow_logs
Evaluate ∫ dx/(1+9x^2) from 0 to 1.,10,Parsed arithmetic expression `1+9` and evaluated directly.,mini,False,0.0,0.0,1.0,math|quadratic|roots|jee|trap|verification|equation|algebra,easy,math,mini_shadow_logs
Evaluate ∫ dx/(√(25−x^2)) from 0 to 5/2.,2.5,Parsed arithmetic expression `5/2` and evaluated directly.,mini,False,0.0,0.0,1.0,jee|trap|verification|chemistry|equilibrium|math|quadratic|roots,easy,math,mini_shadow_logs
Evaluate ∫ dx/(1+x^2) from 0 to tan(π/6).,0,"Applied retrieval-guided heuristic reasoning. Key hint: Quadratic Equations: Use factoring, completing square, or formula. Verify extraneous roots.",mini,False,0.0,0.0,1.0,math|quadratic|roots|jee|trap|verification|equation|algebra,easy,math,mini_shadow_logs
Evaluate ∫ dx/(√(1−x^2)) from 0 to sin(π/6).,0,"Applied retrieval-guided heuristic reasoning. Key hint: Quadratic Equations: Use factoring, completing square, or formula. Verify extraneous roots.",mini,False,0.0,0.0,1.0,math|quadratic|roots|jee|trap|verification|equation|algebra,easy,math,mini_shadow_logs
Evaluate ∫ dx/(1+x^2) from 0 to 1/√3.,0,Applied retrieval-guided heuristic reasoning. Key hint: Linear Equations: Solve by isolating variables and preserving equality across operations.,mini,False,0.0,0.0,1.0,math|equation|algebra|quadratic|roots|jee|trap|verification,easy,math,mini_shadow_logs
Differentiate sin^(-1)(2x) at x=1/4.,1/4.,Used equation RHS fallback from prompt structure.,mini,True,0.0,0.0,1.0,math|equation|algebra|quadratic|roots|jee|trap|verification,easy,math,mini_shadow_logs
Differentiate cos^(-1)(x^2) at x=1/2.,0.5,Parsed arithmetic expression `1/2` and evaluated directly.,mini,False,0.0,0.0,1.0,math|quadratic|roots|jee|trap|verification|chemistry|equilibrium,easy,math,mini_shadow_logs
Differentiate tan^(-1)(3x) at x=1.,1.,Used equation RHS fallback from prompt structure.,mini,False,0.0,0.0,1.0,math|equation|algebra|quadratic|roots|jee|trap|verification,easy,math,mini_shadow_logs
Differentiate sin^(-1)(√x) at x=1/4.,0.25,Parsed arithmetic expression `1/4` and evaluated directly.,mini,True,0.0,0.0,1.0,math|equation|algebra|quadratic|roots|jee|trap|verification,easy,math,mini_shadow_logs
Differentiate tan^(-1)(x^2) at x=1.,1.,Used equation RHS fallback from prompt structure.,mini,False,0.0,0.0,1.0,math|quadratic|roots|jee|trap|verification|chemistry|equilibrium,easy,math,mini_shadow_logs
Differentiate sin^(-1)(x/(1+x^2)) at x=1.,1.,Used equation RHS fallback from prompt structure.,mini,False,0.0,0.0,1.0,math|quadratic|roots|jee|trap|verification|chemistry|equilibrium,medium,math,mini_shadow_logs
Differentiate cos^(-1)(2x−1) at x=1/2.,1/2.,Used equation RHS fallback from prompt structure.,mini,True,0.0,0.0,1.0,math|quadratic|roots|jee|trap|verification|chemistry|equilibrium,easy,math,mini_shadow_logs
Differentiate tan^(-1)(√x) at x=1.,1.,Used equation RHS fallback from prompt structure.,mini,False,0.0,0.0,1.0,math|equation|algebra|quadratic|roots|jee|trap|verification,easy,math,mini_shadow_logs
Differentiate sin^(-1)(x^2) at x=1/2.,0.5,Parsed arithmetic expression `1/2` and evaluated directly.,mini,False,0.0,0.0,1.0,math|quadratic|roots|jee|trap|verification|chemistry|equilibrium,easy,math,mini_shadow_logs
Differentiate cos^(-1)(√(1−x^2)) at x=1/2.,0.5,Parsed arithmetic expression `1/2` and evaluated directly.,mini,False,0.0,0.0,1.0,math|quadratic|roots|jee|trap|verification|chemistry|equilibrium,easy,math,mini_shadow_logs
Find d/dx [sin^(-1)(x)+cos^(-1)(x)] at x=1/3.,0.3333333333333333,Parsed arithmetic expression `1/3` and evaluated directly.,mini,False,0.0,0.0,1.0,math|equation|algebra|quadratic|roots|jee|trap|verification,medium,math,mini_shadow_logs
Differentiate tan^(-1)(1/x) at x=1.,1.,Used equation RHS fallback from prompt structure.,mini,False,0.0,0.0,1.0,math|equation|algebra|quadratic|roots|jee|trap|verification,easy,math,mini_shadow_logs
Differentiate sin^(-1)(sin x) at x=π/6.,π/6.,Used equation RHS fallback from prompt structure.,mini,True,0.0,0.0,1.0,math|equation|algebra|quadratic|roots|jee|trap|verification,easy,math,mini_shadow_logs
Differentiate cos^(-1)(cos x) at x=π/3.,π/3.,Used equation RHS fallback from prompt structure.,mini,True,0.0,0.0,1.0,math|equation|algebra|quadratic|roots|jee|trap|verification,easy,math,mini_shadow_logs
Differentiate tan^(-1)(tan x) at x=π/4.,π/4.,Used equation RHS fallback from prompt structure.,mini,True,0.0,0.0,1.0,math|equation|algebra|quadratic|roots|jee|trap|verification,easy,math,mini_shadow_logs
Differentiate sin^(-1)(2x√(1−x^2)) at x=1/2.,1/2.,Used equation RHS fallback from prompt structure.,mini,True,0.0,0.0,1.0,math|quadratic|roots|jee|trap|verification|chemistry|equilibrium,easy,math,mini_shadow_logs
Differentiate tan^(-1)((2x)/(1−x^2)) at x=1/2.,1/2.,Used equation RHS fallback from prompt structure.,mini,True,0.0,0.0,1.0,math|quadratic|roots|jee|trap|verification|chemistry|equilibrium,medium,math,mini_shadow_logs
Differentiate sin^(-1)(1−2x^2) at x=1/2.,1/2.,Used equation RHS fallback from prompt structure.,mini,True,0.0,0.0,1.0,math|quadratic|roots|jee|trap|verification|chemistry|equilibrium,easy,math,mini_shadow_logs
Differentiate cos^(-1)(1−2x^2) at x=1/2.,1/2.,Used equation RHS fallback from prompt structure.,mini,True,0.0,0.0,1.0,math|quadratic|roots|jee|trap|verification|chemistry|equilibrium,easy,math,mini_shadow_logs
Differentiate tan^(-1)((1−x)/(1+x)) at x=0.,0.,Used equation RHS fallback from prompt structure.,mini,False,0.0,0.0,1.0,math|equation|algebra|quadratic|roots|jee|trap|verification,easy,math,mini_shadow_logs
Evaluate ∫ x·sin^(-1)(x) dx from 0 to 1.,0,Applied retrieval-guided heuristic reasoning. Key hint: Linear Equations: Solve by isolating variables and preserving equality across operations.,mini,False,0.0,0.0,1.0,math|equation|algebra|quadratic|roots|jee|trap|verification,easy,math,mini_shadow_logs
Evaluate ∫ x·tan^(-1)(x) dx from 0 to 1.,0,Applied retrieval-guided heuristic reasoning. Key hint: Linear Equations: Solve by isolating variables and preserving equality across operations.,mini,False,0.0,0.0,1.0,math|equation|algebra|quadratic|roots|jee|trap|verification,easy,math,mini_shadow_logs
Evaluate ∫ sin^(-1)(x) dx from 0 to 1/2.,0.5,Parsed arithmetic expression `1/2` and evaluated directly.,mini,False,0.0,0.0,1.0,math|quadratic|roots|jee|trap|verification|equation|algebra,easy,math,mini_shadow_logs
Evaluate ∫ tan^(-1)(x) dx from 0 to 1.,0,Applied retrieval-guided heuristic reasoning. Key hint: Linear Equations: Solve by isolating variables and preserving equality across operations.,mini,False,0.0,0.0,1.0,math|equation|algebra|quadratic|roots|jee|trap|verification,easy,math,mini_shadow_logs
Evaluate ∫ cos^(-1)(x) dx from 0 to 1/2.,0.5,Parsed arithmetic expression `1/2` and evaluated directly.,mini,False,0.0,0.0,1.0,math|quadratic|roots|jee|trap|verification|equation|algebra,easy,math,mini_shadow_logs
Evaluate ∫ x^2/(√(1−x^2)) dx from 0 to 1/2.,0.5,Parsed arithmetic expression `1/2` and evaluated directly.,mini,False,0.0,0.0,1.0,math|quadratic|roots|jee|trap|verification|chemistry|equilibrium,easy,math,mini_shadow_logs
Evaluate ∫ x^2/(1+x^2) dx from 0 to 1.,0,"Applied retrieval-guided heuristic reasoning. Key hint: Quadratic Equations: Use factoring, completing square, or formula. Verify extraneous roots.",mini,False,0.0,0.0,1.0,math|quadratic|roots|jee|trap|verification|chemistry|equilibrium,easy,math,mini_shadow_logs
Evaluate ∫ x·cos^(-1)(x) dx from 0 to 1/2.,0.5,Parsed arithmetic expression `1/2` and evaluated directly.,mini,False,0.0,0.0,1.0,math|quadratic|roots|jee|trap|verification|equation|algebra,easy,math,mini_shadow_logs
Evaluate ∫ x·sin^(-1)(2x) dx from 0 to 1/4.,0,Applied retrieval-guided heuristic reasoning. Key hint: Linear Equations: Solve by isolating variables and preserving equality across operations.,mini,False,0.0,0.0,1.0,math|equation|algebra|quadratic|roots|jee|trap|verification,easy,math,mini_shadow_logs
Evaluate ∫ x·tan^(-1)(2x) dx from 0 to 1.,0,Applied retrieval-guided heuristic reasoning. Key hint: Linear Equations: Solve by isolating variables and preserving equality across operations.,mini,False,0.0,0.0,1.0,math|equation|algebra|quadratic|roots|jee|trap|verification,easy,math,mini_shadow_logs
Evaluate ∫ sin^(-1)(x)/√(1−x^2) dx from 0 to 1/2.,0.5,Parsed arithmetic expression `1/2` and evaluated directly.,mini,False,0.0,0.0,1.0,math|quadratic|roots|jee|trap|verification|chemistry|equilibrium,easy,math,mini_shadow_logs
Evaluate ∫ tan^(-1)(x)/(1+x^2) dx from 0 to 1.,0,"Applied retrieval-guided heuristic reasoning. Key hint: Quadratic Equations: Use factoring, completing square, or formula. Verify extraneous roots.",mini,False,0.0,0.0,1.0,math|quadratic|roots|jee|trap|verification|equation|algebra,easy,math,mini_shadow_logs
Evaluate ∫ cos^(-1)(x)/(√(1−x^2)) dx from 0 to 1/2.,0.5,Parsed arithmetic expression `1/2` and evaluated directly.,mini,False,0.0,0.0,1.0,math|quadratic|roots|jee|trap|verification|chemistry|equilibrium,easy,math,mini_shadow_logs
Evaluate ∫ sin^(-1)(x)^2 dx from 0 to 1/2.,0.5,Parsed arithmetic expression `1/2` and evaluated directly.,mini,False,0.0,0.0,1.0,math|quadratic|roots|jee|trap|verification|chemistry|equilibrium,easy,math,mini_shadow_logs
Evaluate ∫ tan^(-1)(x)^2 dx from 0 to 1.,0,"Applied retrieval-guided heuristic reasoning. Key hint: Quadratic Equations: Use factoring, completing square, or formula. Verify extraneous roots.",mini,False,0.0,0.0,1.0,math|quadratic|roots|jee|trap|verification|equation|algebra,easy,math,mini_shadow_logs
Evaluate ∫ x·sin^(-1)(x^2) dx from 0 to 1/2.,0.5,Parsed arithmetic expression `1/2` and evaluated directly.,mini,False,0.0,0.0,1.0,math|quadratic|roots|jee|trap|verification|chemistry|equilibrium,easy,math,mini_shadow_logs
Evaluate ∫ x·tan^(-1)(x^2) dx from 0 to 1.,0,"Applied retrieval-guided heuristic reasoning. Key hint: Quadratic Equations: Use factoring, completing square, or formula. Verify extraneous roots.",mini,False,0.0,0.0,1.0,math|quadratic|roots|jee|trap|verification|equation|algebra,easy,math,mini_shadow_logs
Evaluate ∫ sin^(-1)(x)/(1+x^2) dx from 0 to 1/2.,0.5,Parsed arithmetic expression `1/2` and evaluated directly.,mini,False,0.0,0.0,1.0,math|quadratic|roots|jee|trap|verification|chemistry|equilibrium,medium,math,mini_shadow_logs
Evaluate ∫ tan^(-1)(x)/(√(1+x^2)) dx from 0 to 1.,0,"Applied retrieval-guided heuristic reasoning. Key hint: Quadratic Equations: Use factoring, completing square, or formula. Verify extraneous roots.",mini,False,0.0,0.0,1.0,math|quadratic|roots|jee|trap|verification|equation|algebra,easy,math,mini_shadow_logs
Evaluate ∫ cos^(-1)(x)/(1−x^2) dx from 0 to 1/2.,0.5,Parsed arithmetic expression `1/2` and evaluated directly.,mini,False,0.0,0.0,1.0,math|quadratic|roots|jee|trap|verification|chemistry|equilibrium,easy,math,mini_shadow_logs
Evaluate ∫ dx/(x^2√(1−1/x^2)) from 2 to 3.,0,"Applied retrieval-guided heuristic reasoning. Key hint: Quadratic Equations: Use factoring, completing square, or formula. Verify extraneous roots.",mini,False,0.0,0.0,1.0,math|quadratic|roots|jee|trap|verification|physics|kinematics,easy,math,mini_shadow_logs
Evaluate ∫ dx/(√(x^2−1)) from 1 to 2.,0,"Applied retrieval-guided heuristic reasoning. Key hint: Quadratic Equations: Use factoring, completing square, or formula. Verify extraneous roots.",mini,False,0.0,0.0,1.0,math|quadratic|roots|jee|trap|verification|physics|kinematics,easy,math,mini_shadow_logs
Evaluate ∫ dx/(x√(x^2−4)) from 3 to 5.,0,Applied retrieval-guided heuristic reasoning. Key hint: Linear Equations: Solve by isolating variables and preserving equality across operations.,mini,False,0.0,0.0,1.0,math|equation|algebra|quadratic|roots|jee|trap|verification,easy,math,mini_shadow_logs
Evaluate ∫ dx/(√(a^2−x^2)) from 0 to a/√2 (a=3).,3).,Used equation RHS fallback from prompt structure.,mini,False,0.0,0.0,1.0,math|quadratic|roots|jee|trap|verification|chemistry|equilibrium,easy,math,mini_shadow_logs
Evaluate ∫ dx/(1+x^4) from 0 to 1.,0,Applied retrieval-guided heuristic reasoning. Key hint: Linear Equations: Solve by isolating variables and preserving equality across operations.,mini,False,0.0,0.0,1.0,math|equation|algebra|quadratic|roots|jee|trap|verification,easy,math,mini_shadow_logs
Evaluate ∫ dx/(x^2+2x+2) from 0 to 1.,4,Parsed arithmetic expression `2+2` and evaluated directly.,mini,False,0.0,0.0,1.0,math|quadratic|roots|jee|trap|verification|chemistry|equilibrium,easy,math,mini_shadow_logs
Evaluate ∫ dx/(4+x^2) from 0 to 2.,0,"Applied retrieval-guided heuristic reasoning. Key hint: Quadratic Equations: Use factoring, completing square, or formula. Verify extraneous roots.",mini,False,0.0,0.0,1.0,math|quadratic|roots|jee|trap|verification|chemistry|equilibrium,easy,math,mini_shadow_logs
Evaluate ∫ dx/(√(16−4x^2)) from 0 to 1.,0,"Applied retrieval-guided heuristic reasoning. Key hint: Quadratic Equations: Use factoring, completing square, or formula. Verify extraneous roots.",mini,False,0.0,0.0,1.0,math|quadratic|roots|jee|trap|verification|equation|algebra,easy,math,mini_shadow_logs
Evaluate ∫ dx/(1+4x^2) from 0 to tan(π/8).,5,Parsed arithmetic expression `1+4` and evaluated directly.,mini,False,0.0,0.0,1.0,math|quadratic|roots|jee|trap|verification|chemistry|equilibrium,easy,math,mini_shadow_logs
Evaluate ∫ dx/(√(1−4x^2)) from 0 to sin(π/8).,0,"Applied retrieval-guided heuristic reasoning. Key hint: Quadratic Equations: Use factoring, completing square, or formula. Verify extraneous roots.",mini,False,0.0,0.0,1.0,math|quadratic|roots|jee|trap|verification|chemistry|equilibrium,easy,math,mini_shadow_logs
Evaluate ∫ dx/(1+x^2)^2 from 0 to 1.,0,"Applied retrieval-guided heuristic reasoning. Key hint: Quadratic Equations: Use factoring, completing square, or formula. Verify extraneous roots.",mini,False,0.0,0.0,1.0,math|quadratic|roots|jee|trap|verification|chemistry|equilibrium,easy,math,mini_shadow_logs
Evaluate ∫ dx/(x^2+a^2) from 0 to a (a=2).,2).,Used equation RHS fallback from prompt structure.,mini,False,0.0,0.0,1.0,math|quadratic|roots|jee|trap|verification|chemistry|equilibrium,easy,math,mini_shadow_logs
Evaluate ∫ dx/(√(9−x^2)) from 0 to 3.,0,Applied retrieval-guided heuristic reasoning. Key hint: Linear Equations: Solve by isolating variables and preserving equality across operations.,mini,False,0.0,0.0,1.0,math|equation|algebra|quadratic|roots|jee|trap|verification,easy,math,mini_shadow_logs
Evaluate ∫ dx/(x√(x^2+1)) from 1 to 2.,3,Parsed arithmetic expression `2+1` and evaluated directly.,mini,False,0.0,0.0,1.0,math|quadratic|roots|jee|trap|verification|physics|kinematics,easy,math,mini_shadow_logs
Evaluate ∫ dx/(1+x^2) from 0 to tan(π/4).,0,"Applied retrieval-guided heuristic reasoning. Key hint: Quadratic Equations: Use factoring, completing square, or formula. Verify extraneous roots.",mini,False,0.0,0.0,1.0,math|quadratic|roots|jee|trap|verification|equation|algebra,easy,math,mini_shadow_logs
Evaluate ∫ dx/(√(1−x^2)) from 0 to sin(π/4).,0,"Applied retrieval-guided heuristic reasoning. Key hint: Quadratic Equations: Use factoring, completing square, or formula. Verify extraneous roots.",mini,False,0.0,0.0,1.0,math|quadratic|roots|jee|trap|verification|equation|algebra,easy,math,mini_shadow_logs
Evaluate ∫ dx/(√(25−x^2)) from 0 to 5.,0,Applied retrieval-guided heuristic reasoning. Key hint: JEE Trap Memory: Common traps include ignoring domain restrictions and unit mismatch.,mini,False,0.0,0.0,1.0,jee|trap|verification|math|equation|algebra|chemistry|equilibrium,easy,math,mini_shadow_logs
Evaluate ∫ dx/(x^2+1) from 0 to tan(π/3).,3,Parsed arithmetic expression `2+1` and evaluated directly.,mini,False,0.0,0.0,1.0,math|equation|algebra|quadratic|roots|jee|trap|verification,easy,math,mini_shadow_logs
Evaluate ∫ dx/(√(1−x^2)) from 0 to sin(π/3).,0,Applied retrieval-guided heuristic reasoning. Key hint: Linear Equations: Solve by isolating variables and preserving equality across operations.,mini,False,0.0,0.0,1.0,math|equation|algebra|quadratic|roots|jee|trap|verification,easy,math,mini_shadow_logs
Evaluate d/dx [sin^(-1)(x)+tan^(-1)(x)] at x=1/2.,0.5,Parsed arithmetic expression `1/2` and evaluated directly.,mini,False,0.0,0.0,1.0,math|quadratic|roots|jee|trap|verification|equation|algebra,medium,math,mini_shadow_logs
Evaluate d/dx [cos^(-1)(x)−tan^(-1)(x)] at x=1/3.,0.3333333333333333,Parsed arithmetic expression `1/3` and evaluated directly.,mini,False,0.0,0.0,1.0,math|equation|algebra|quadratic|roots|jee|trap|verification,medium,math,mini_shadow_logs
Evaluate ∫ (sin^(-1)(x)+cos^(-1)(x)) dx from 0 to 1/2.,0.5,Parsed arithmetic expression `1/2` and evaluated directly.,mini,False,0.0,0.0,1.0,math|quadratic|roots|jee|trap|verification|equation|algebra,medium,math,mini_shadow_logs
Evaluate ∫ (tan^(-1)(x)+tan^(-1)(1/x)) dx from 1 to 2.,0,"Applied retrieval-guided heuristic reasoning. Key hint: Quadratic Equations: Use factoring, completing square, or formula. Verify extraneous roots.",mini,False,0.0,0.0,1.0,math|quadratic|roots|jee|trap|verification|equation|algebra,medium,math,mini_shadow_logs
Evaluate ∫ sin^(-1)(x)/(√(1−x^2)) dx from 0 to 1/2.,0.5,Parsed arithmetic expression `1/2` and evaluated directly.,mini,False,0.0,0.0,1.0,math|quadratic|roots|jee|trap|verification|chemistry|equilibrium,easy,math,mini_shadow_logs
Evaluate ∫ x/(x^2+1)^2 dx from 0 to 1.,3,Parsed arithmetic expression `2+1` and evaluated directly.,mini,False,0.0,0.0,1.0,math|quadratic|roots|jee|trap|verification|chemistry|equilibrium,easy,math,mini_shadow_logs
Evaluate ∫ (1/(1+x^2) + 1/√(1−x^2)) dx from 0 to 1/2.,0,"Applied retrieval-guided heuristic reasoning. Key hint: Quadratic Equations: Use factoring, completing square, or formula. Verify extraneous roots.",mini,False,0.0,0.0,1.0,math|quadratic|roots|jee|trap|verification|chemistry|equilibrium,medium,math,mini_shadow_logs
Evaluate ∫ (sin^(-1)(x))' dx from 0 to 1/2.,0.5,Parsed arithmetic expression `1/2` and evaluated directly.,mini,False,0.0,0.0,1.0,math|quadratic|roots|jee|trap|verification|equation|algebra,easy,math,mini_shadow_logs
Evaluate ∫ (tan^(-1)(x))' dx from 0 to 1.,0,Applied retrieval-guided heuristic reasoning. Key hint: Linear Equations: Solve by isolating variables and preserving equality across operations.,mini,False,0.0,0.0,1.0,math|equation|algebra|quadratic|roots|jee|trap|verification,easy,math,mini_shadow_logs
Evaluate ∫ (cos^(-1)(x))' dx from 0 to 1/2.,0.5,Parsed arithmetic expression `1/2` and evaluated directly.,mini,False,0.0,0.0,1.0,math|quadratic|roots|jee|trap|verification|equation|algebra,easy,math,mini_shadow_logs
Evaluate ∫ x·(sin^(-1)(x))' dx from 0 to 1/2.,0.5,Parsed arithmetic expression `1/2` and evaluated directly.,mini,False,0.0,0.0,1.0,math|quadratic|roots|jee|trap|verification|equation|algebra,easy,math,mini_shadow_logs
Evaluate ∫ x·(tan^(-1)(x))' dx from 0 to 1.,0,Applied retrieval-guided heuristic reasoning. Key hint: Linear Equations: Solve by isolating variables and preserving equality across operations.,mini,False,0.0,0.0,1.0,math|equation|algebra|quadratic|roots|jee|trap|verification,easy,math,mini_shadow_logs
Evaluate ∫ (sin^(-1)(x))^2 dx from 0 to 1/2.,0.5,Parsed arithmetic expression `1/2` and evaluated directly.,mini,False,0.0,0.0,1.0,math|quadratic|roots|jee|trap|verification|chemistry|equilibrium,easy,math,mini_shadow_logs
Evaluate ∫ (tan^(-1)(x))^2 dx from 0 to 1.,0,"Applied retrieval-guided heuristic reasoning. Key hint: Quadratic Equations: Use factoring, completing square, or formula. Verify extraneous roots.",mini,False,0.0,0.0,1.0,math|quadratic|roots|jee|trap|verification|equation|algebra,easy,math,mini_shadow_logs
Evaluate ∫ (cos^(-1)(x))^2 dx from 0 to 1/2.,0.5,Parsed arithmetic expression `1/2` and evaluated directly.,mini,False,0.0,0.0,1.0,math|quadratic|roots|jee|trap|verification|chemistry|equilibrium,easy,math,mini_shadow_logs
Evaluate d/dx [sin^(-1)(x^2)] at x=1/2.,0.5,Parsed arithmetic expression `1/2` and evaluated directly.,mini,False,0.0,0.0,1.0,math|quadratic|roots|jee|trap|verification|physics|kinematics,medium,math,mini_shadow_logs
Evaluate d/dx [tan^(-1)(x^2)] at x=1.,1.,Used equation RHS fallback from prompt structure.,mini,False,0.0,0.0,1.0,math|quadratic|roots|jee|trap|verification|equation|algebra,easy,math,mini_shadow_logs
How many subsets of {1–7} contain both 1 and 7?,0,Applied retrieval-guided heuristic reasoning. Key hint: Chemical Equilibrium: Apply ICE tables and activity approximations carefully under constraints.,mini,False,0.0,0.0,1.0,chemistry|equilibrium|jee|math|equation|algebra|trap|verification,easy,general,mini_shadow_logs
